time_limit,best_model_name,accuracy,precision,recall,f1_score,training_time
1800,Conv2D_32-128_Dense_512_LR_1.9e-04_DO_0.59,0.6836363636363636,0.686447092830465,0.6836363636363636,0.6796899838759505,1943.959715127945
