best_model_name,accuracy,precision,recall,f1_score,training_time
Conv2D_32-64-128-256_Dense_512_LR_1.0e-03_DO_0.50,0.7036363482475281,0.7158633905518513,0.7036363636363636,0.6998388993732562,3418.7879462242126
