best_model_name,accuracy,precision,recall,f1_score,training_time
Conv2D_64-32_Dense_64_LR_1.3e-04_DO_0.38,0.7436363636363637,0.7462365425996128,0.7436363636363637,0.7390239182046471,3123.8322236537933
