best_model_name,accuracy,precision,recall,f1_score,training_time
Conv2D_64-16_Dense_64_LR_1.3e-04_DO_0.38,0.6890909090909091,0.6996441176719224,0.6890909090909091,0.6876318594283043,1643.9308605194092
