time_limit,best_model_name,accuracy,precision,recall,f1_score,training_time
3600,Conv2D_64-128_Dense_512_LR_1.3e-04_DO_0.46,0.6963636363636364,0.701921615164396,0.6963636363636364,0.6891478323552955,3928.985570192337
