best_model_name,accuracy,precision,recall,f1_score,training_time
Conv2D_64-64_Dense_64_LR_5.5e-05_DO_0.35,0.7054545454545454,0.7126341924894078,0.7054545454545454,0.6919934802582068,2361.442361354828
